date,value
2026-01-20,4.6064028074415466e-10
2026-01-21,4.5784892788893883e-10
2026-01-22,4.622841726618705e-10
2026-01-23,4.673633163781475e-10
2026-01-26,4.740035900966727e-10
2026-01-27,4.714748201438849e-10
2026-01-28,4.822805895908273e-10
2026-01-29,4.97521568682554e-10
2026-01-30,4.977805685139389e-10
2026-02-02,4.796126760563381e-10
2026-02-03,4.8856689453125e-10
2026-02-04,4.89126767440581e-10
2026-02-05,4.784894228653169e-10
2026-02-06,4.761267605633802e-10
2026-02-09,4.872676193882043e-10
2026-02-10,4.858098591549295e-10
2026-02-11,4.85485908615757e-10
2026-02-12,4.993133802816901e-10
2026-02-13,4.99320429412412e-10
2026-02-16,5.049049227002641e-10
2026-02-17,5.009612607284331e-10
2026-02-18,5.021091686839789e-10
2026-02-19,4.860633871588908e-10
2026-02-20,4.906373101892606e-10
2026-02-23,4.951302885673416e-10
2026-02-24,4.947464719960387e-10
2026-02-25,4.862640982614437e-10
2026-02-26,4.886795774647887e-10
2026-02-27,4.830211198833627e-10
2026-03-02,4.60220703125e-10
2026-03-03,4.459793238146552e-10
2026-03-04,4.4631724811422416e-10
2026-03-05,4.509965651939655e-10
2026-03-06,4.4113102774784485e-10
2026-03-09,4.38e-10
2026-03-10,4.543344894935345e-10
2026-03-11,4.551862203663793e-10
2026-03-12,4.5946723464439656e-10
